"id","shoe_id"
"c2f8bae7-65d0-450d-81aa-ab1e44eb20cc",NA
"027a6b5b-fb78-437b-bc8f-7c5e2ffb2243",NA
"0e3cce87-7101-41bc-8680-54b47e0b3b24",NA
"841d5824-576c-4693-afbd-c6d555b22740",NA
"6e3fce70-7b46-47c7-baeb-7d55885acad3",NA
"991603fa-d261-4d99-9779-a3cf60696824",NA
"b829e3d7-e7aa-47c3-8d11-a903ec54b00f",NA
"d3f726a9-b483-4acf-b7f6-4185e3df4d8a",NA
"e78f47c4-8586-44c1-802e-052472278567",NA
"75c9e0f6-3eb2-42e8-a80c-e684d4772bc1",NA
"30ca6642-1b62-49df-a362-bcc6aeb99566",NA
"7f083c62-e4b9-429c-b863-345a57883053",NA
"6ca41cba-7495-4b01-8834-ebdb2667339b",NA
"1e6fbbb1-1471-4d2f-b2f5-abcddadd97d7",NA
"4ad30cf7-abf7-4128-b34b-4760267d731b",NA
"2755f39e-a56b-4103-b2f3-0eff7c7e5966",NA
"d2a16ab8-3e83-4cca-960f-8c37ae41bf04",NA
"1a51fe0a-a21c-4fc0-b922-16d3b7f21ed2",NA
"e1c4514d-3004-405c-ab15-ad2db5e458fb",NA
"363668c1-8485-44d7-832d-5c146e8b38cb",NA
"fb4e3ed1-75df-4739-a4b2-d82850c11248",NA
"02f66f9a-5b11-44b7-bdda-c9ca1b0b9eaa",NA
"142297a0-96ca-4382-9c3f-dfcf59580533",NA
"ac548d39-9d11-4581-9ff2-af04626ebb94",NA
"1b847748-00e3-4ba4-ad43-90d52059bf1f",NA
"089bfd84-bef6-4f44-b0d8-6e6bfb6b06f5",NA
"514c5655-1b9f-4064-bb88-8201f0531f7f",NA
"bcb105dc-7362-4903-993c-ab69484f3f6f",NA
"409e3c3d-781e-44a0-a10e-0ccdcaf7de10",NA
"c5185622-467f-4fcf-b53a-671a26b80f64",NA
"682350df-a8ac-420a-bd6b-2598f6e5fa9d",NA
"0a9b506e-3a13-48e7-b067-838bfec1b459",NA
"32eb5246-631a-4b17-b54f-3d565d262cdd",NA
"d18abe6c-2f10-493d-af3a-bef0e5c57c2a",NA
"83964570-cb55-4b62-b2c5-43ab9cfe5489",NA
"62265890-4505-40e0-9298-b8a8a09f5156",NA
"150016d1-6909-44ae-88c1-361409e80bc8",NA
"d51ce214-93d1-493b-8354-ea4a65e12bce",NA
"aa8718e8-a7d6-4790-9380-96e6ff50a3bd",NA
"c7faff09-ace0-4e9b-870f-284783778993",NA
"458b6254-946c-4bf4-9e42-1f318a5839af",NA
"cf551083-9779-48e4-b1b1-2e05623b6212",NA
"a88cba73-e862-46e5-b1b3-54f3b21469fd",NA
"33e72677-574d-4ae6-9844-169be1d8ed79",NA
"81bc3aec-c2a9-4c4c-b153-9a8385e64ff9",NA
"8c2df0f2-71de-4011-b61d-a425e4d7b719",NA
"74b90640-62d7-4768-8c4a-060d2c4659ed",NA
"02ad653d-545c-4374-b7c3-0703c045818c",NA
"e0271d2f-40b2-4e0b-aa77-acccc7b38b36",NA
"6d80f44e-aa93-4d78-a6d3-0756f151a40b",NA
"1e056834-57fd-46c4-96b4-dae1a21a2dc5",NA
"4c98c23f-8c88-42be-a14b-29a45fc238b8",NA
"b4957055-ed63-449a-8b86-019bdea1f946",NA
"43c9b552-6f9b-4e08-8cef-10ce9e7e5120",NA
"c66aeaed-79b6-4b5c-a1c8-0d0acc960554",NA
"2937abe1-2e55-46fc-a80d-bc05b6857f53",NA
"155d663c-98f0-4297-88f4-5937d535c47b",NA
"74eada1d-2a97-4812-9dd2-5fd13fa03b19",NA
